City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
362,Synya,RU,65.37,58.04,23.07,97,100,3.22,light snow
363,Valparaiso,CL,-33.04,-71.63,53.6,87,90,1.12,overcast clouds
364,Coralville,US,41.68,-91.58,36.0,80,1,4.7,clear sky
365,Houston,US,29.76,-95.36,64.99,72,90,5.82,overcast clouds
366,Slave Lake,CA,55.28,-114.77,19.4,57,1,13.87,clear sky
367,Kargasok,RU,59.06,80.86,24.98,92,98,11.86,overcast clouds
368,Morondava,MG,-20.28,44.28,83.32,49,52,4.68,broken clouds
369,Tequixquitla,MX,19.33,-97.65,50.68,85,17,4.34,few clouds
370,Ancud,CL,-41.87,-73.82,44.01,93,20,5.82,few clouds
371,Saint-Pierre,RE,-21.34,55.48,78.8,61,0,21.92,clear sky
372,Batemans Bay,AU,-35.72,150.18,57.0,94,100,1.99,light rain
373,Poronaysk,RU,49.22,143.12,43.27,87,100,13.47,light rain
374,Inuvik,CA,68.35,-133.72,24.8,62,40,4.7,scattered clouds
375,Esperance,AU,-33.87,121.9,69.8,46,40,9.17,scattered clouds
376,Port Blair,IN,11.67,92.75,86.04,68,56,2.37,light rain
377,Komsomolskiy,UZ,40.43,71.72,51.8,43,45,4.7,scattered clouds
378,Narasannapeta,IN,18.42,84.05,85.15,57,45,5.14,scattered clouds
379,Oranjestad,AW,12.52,-70.03,84.2,79,20,18.34,few clouds
380,Ginda,IN,30.69,78.49,69.28,26,0,4.76,clear sky
381,Macamic,CA,48.75,-79.0,19.4,100,20,3.36,few clouds
382,Umm Lajj,SA,25.02,37.27,85.17,30,0,6.98,clear sky
383,Nuevo San Juan Parangaricutiro,MX,19.4,-102.13,55.0,79,27,1.01,scattered clouds
384,Solnechnyy,RU,50.72,136.63,37.15,86,98,15.41,overcast clouds
385,Fare,PF,-16.7,-151.02,80.17,74,84,9.06,light rain
386,Mogadishu,SO,2.04,45.34,80.6,74,75,9.17,broken clouds
387,Nuuk,GL,64.18,-51.72,26.6,73,100,9.17,overcast clouds
388,Goderich,CA,43.75,-81.72,37.99,87,93,6.42,overcast clouds
389,Salalah,OM,17.02,54.09,75.2,36,0,2.24,clear sky
390,Novato,US,38.11,-122.57,54.0,93,1,3.13,clear sky
391,Laguna,US,38.42,-121.42,60.01,67,1,6.93,clear sky
392,Madaripur,BD,23.18,90.21,82.35,79,55,5.77,broken clouds
393,Felanitx,ES,39.47,3.15,64.4,77,20,10.29,few clouds
394,Ileza,RU,61.05,43.9,30.11,98,74,7.16,broken clouds
395,Qaqortoq,GL,60.72,-46.03,24.8,73,100,4.7,overcast clouds
396,Emba,KZ,48.83,58.14,50.05,56,76,13.22,broken clouds
397,Avera,US,33.19,-82.53,70.0,91,75,10.8,mist
398,Bumba,CD,2.18,22.47,72.34,96,100,4.5,light rain
399,Teahupoo,PF,-17.83,-149.27,77.0,83,40,10.29,shower rain
400,Asyut,EG,27.18,31.18,66.79,48,0,5.19,clear sky
401,Fortuna,US,40.6,-124.16,50.0,87,90,6.93,overcast clouds
402,Timizart,DZ,36.8,4.27,56.66,69,0,4.41,clear sky
403,Batagay-Alyta,RU,67.8,130.41,13.73,89,100,4.34,overcast clouds
404,Inhambane,MZ,-23.86,35.38,75.9,71,68,5.46,broken clouds
405,Del Rio,US,29.36,-100.9,66.2,63,1,8.05,clear sky
406,Ati,TD,13.22,18.34,78.24,18,77,12.93,broken clouds
407,Nueve De Julio,AR,-35.44,-60.88,68.0,97,75,1.99,broken clouds
408,Benghazi,LY,32.12,20.07,69.89,63,0,8.32,clear sky
409,Robertsport,LR,6.75,-11.37,77.34,85,49,0.25,light rain
410,Stokmarknes,NO,68.56,14.91,37.99,77,11,8.01,few clouds
411,Khani,GE,41.96,42.96,48.2,87,0,5.82,clear sky
412,Jalu,LY,29.03,21.55,59.59,80,0,4.79,clear sky
413,Penzance,GB,50.12,-5.54,51.8,76,47,27.51,scattered clouds
414,Tayu,ID,-6.54,111.05,87.89,62,70,4.16,broken clouds
415,Lanzhou,CN,36.06,103.79,53.6,32,0,11.18,clear sky
416,Nabire,ID,-3.37,135.48,86.4,62,86,4.76,overcast clouds
417,Cabra,ES,37.47,-4.44,55.0,84,0,1.99,clear sky
418,Auki,SB,-8.77,160.7,84.85,71,18,3.62,light rain
419,Dunapataj,HU,46.64,19.0,55.99,100,90,4.7,mist
420,Ankang,CN,32.68,109.02,70.75,44,21,0.27,few clouds
421,Ammapettai,IN,10.8,79.33,82.4,69,40,11.41,scattered clouds
422,Mutoko,ZW,-17.4,32.23,68.09,61,21,4.68,few clouds
423,Yambio,SS,4.57,28.4,71.01,94,71,0.94,broken clouds
424,Costeiu,RO,45.74,21.85,54.0,100,40,2.24,mist
425,Qandala,SO,11.47,49.87,84.18,30,66,6.4,broken clouds
426,Ginir,ET,7.13,40.7,64.38,71,32,2.59,scattered clouds
427,Kirensk,RU,57.79,108.11,34.0,93,100,9.17,overcast clouds
428,Ketchikan,US,55.34,-131.65,39.2,41,1,4.7,clear sky
429,Acapulco,MX,16.86,-99.89,81.21,85,84,5.79,broken clouds
430,Boa Vista,BR,2.82,-60.67,82.4,69,0,3.36,clear sky
431,Ende,ID,-8.84,121.66,85.33,68,98,4.27,light rain
432,Battle Creek,US,42.32,-85.18,35.6,86,1,5.28,clear sky
433,Kashi,CN,39.45,75.98,55.4,19,75,4.47,broken clouds
434,Magistralnyy,RU,56.17,107.45,34.29,93,100,6.58,overcast clouds
435,Khorol,UA,49.78,33.28,50.47,91,89,10.22,overcast clouds
436,San Carlos,VE,9.66,-68.58,72.19,92,48,1.57,scattered clouds
437,Bubaque,GW,11.28,-15.83,82.71,81,0,12.77,clear sky
438,Ust-Barguzin,RU,53.45,108.98,43.68,61,100,3.29,overcast clouds
439,Outjo,NA,-20.12,16.15,72.48,22,91,5.64,overcast clouds
440,Tabas,IR,33.6,56.92,57.2,26,0,2.24,clear sky
441,Port Lincoln,AU,-34.73,135.87,55.6,54,43,17.63,scattered clouds
442,Vozhega,RU,60.47,40.22,30.9,98,83,5.17,broken clouds
443,Taoudenni,ML,22.68,-3.98,82.96,15,18,15.28,few clouds
444,Xapuri,BR,-10.65,-68.5,78.03,79,89,4.14,overcast clouds
445,Biak,ID,-0.91,122.88,85.62,62,98,4.12,overcast clouds
446,Hede,CN,33.77,120.25,67.23,37,80,6.89,light rain
447,Gaomi,CN,36.38,119.75,66.2,32,0,8.95,clear sky
448,Truro,GB,50.27,-5.05,51.8,81,26,10.29,scattered clouds
449,Coihaique,CL,-45.58,-72.07,42.8,81,40,5.82,scattered clouds
450,Mahibadhoo,MV,3.78,72.97,82.45,79,52,11.95,broken clouds
451,Karratha,AU,-20.74,116.85,82.44,47,0,19.57,clear sky
452,Treinta Y Tres,UY,-33.23,-54.38,60.21,98,17,4.9,few clouds
453,Santa Vitoria Do Palmar,BR,-33.52,-53.37,62.89,98,12,6.11,few clouds
454,Tiarei,PF,-17.53,-149.33,77.0,83,40,10.29,shower rain
455,Sao Sebastiao,BR,-23.76,-45.41,70.3,85,95,1.99,overcast clouds
456,Port Keats,AU,-14.25,129.55,89.83,55,61,11.81,broken clouds
457,Gisborne,NZ,-38.65,178.0,73.99,53,38,4.0,scattered clouds
458,La Ronge,CA,55.1,-105.28,23.0,67,90,9.17,light snow
459,Burnie,AU,-41.07,145.92,57.99,36,2,8.01,clear sky
460,Ilulissat,GL,69.22,-51.1,17.6,52,2,10.29,clear sky
461,Kidal,ML,18.44,1.41,73.04,19,0,10.11,clear sky
462,Poum,NC,-20.23,164.02,77.97,77,58,13.89,broken clouds
463,Savonlinna,FI,61.87,28.88,28.4,100,17,1.12,few clouds
464,Coremas,BR,-7.01,-37.95,74.05,72,42,4.63,scattered clouds
465,Geraldton,AU,-28.77,114.6,95.0,16,0,13.87,clear sky
466,Male,MV,4.17,73.51,84.2,83,75,10.29,broken clouds
467,Alyangula,AU,-13.85,136.42,91.4,49,18,10.29,few clouds
468,Palana,RU,59.12,159.97,37.15,77,100,5.12,overcast clouds
469,Menomonie,US,44.88,-91.92,25.0,73,90,3.36,overcast clouds
470,Muli,MV,2.92,73.57,82.47,79,43,10.36,scattered clouds
471,Antofagasta,CL,-23.65,-70.4,57.2,87,90,6.93,overcast clouds
472,San Juan,AR,-31.54,-68.54,66.81,73,0,10.36,clear sky
473,Jaque,PA,7.52,-78.17,76.59,85,99,4.27,overcast clouds
474,Sao Joao Da Barra,BR,-21.64,-41.05,72.28,93,100,12.01,overcast clouds
475,Narsaq,GL,60.92,-46.05,24.8,73,100,4.7,overcast clouds
476,Huinan,CN,42.62,126.26,53.08,44,0,5.61,clear sky
477,Jackson,US,42.42,-122.83,53.6,50,90,3.36,overcast clouds
478,Praya,CV,14.92,-23.51,78.8,78,0,18.34,clear sky
479,Imbituba,BR,-28.24,-48.67,71.6,94,40,5.82,light rain
480,Belaya Gora,RU,68.53,146.42,17.02,96,98,4.43,overcast clouds
481,Montepuez,MZ,-13.13,39.0,78.4,60,14,4.18,few clouds
482,Port-Gentil,GA,-0.72,8.78,78.22,84,100,12.66,overcast clouds
483,Wadena,US,46.44,-95.14,21.2,85,90,3.36,overcast clouds
484,Pueblo Nuevo,MX,23.38,-105.38,57.2,88,4,5.7,clear sky
485,Aykhal,RU,66.0,111.5,8.6,78,0,8.95,clear sky
486,Halifax,CA,44.65,-63.57,54.0,97,72,3.0,broken clouds
487,Kobryn,BY,52.21,24.36,46.4,100,90,4.47,fog
488,Yerofey Pavlovich,RU,53.97,121.97,42.58,63,0,1.88,clear sky
489,Mamallapuram,IN,12.63,80.17,89.6,66,40,3.36,haze
490,Zarubino,RU,42.63,131.09,57.13,44,0,14.36,clear sky
491,Gamba,GA,-2.65,10.0,76.03,90,100,6.73,light rain
492,Khowai,IN,24.1,91.63,84.2,83,40,3.36,mist
493,Kotido,UG,2.98,34.13,75.0,59,6,13.53,clear sky
494,Kuraymah,SD,18.55,31.85,76.01,32,0,14.99,clear sky
495,Xiuyan,CN,40.29,123.27,61.54,41,95,3.27,overcast clouds
496,Singapore,SG,1.29,103.85,89.6,59,75,11.41,broken clouds
497,Coronado,US,32.69,-117.18,69.8,64,90,6.93,overcast clouds
498,Esqueda,MX,30.72,-109.58,63.45,43,6,6.35,clear sky
499,Henties Bay,NA,-22.12,14.28,57.0,93,4,1.01,clear sky
500,Inirida,CO,3.87,-67.92,74.1,95,33,2.75,scattered clouds
501,Palmer,US,42.16,-72.33,46.4,61,90,13.87,overcast clouds
502,Camacha,PT,33.08,-16.33,62.6,72,20,8.05,few clouds
503,Minot,US,48.23,-101.3,21.2,67,90,12.75,overcast clouds
504,Shitanjing,CN,39.23,106.34,55.36,37,100,14.29,overcast clouds
505,Heilbron,ZA,-27.28,27.97,70.86,41,4,6.69,clear sky
506,Port Moresby,PG,-9.44,147.18,82.26,76,25,8.03,light rain
507,Smoky Lake,CA,54.12,-112.47,10.0,85,31,5.01,scattered clouds
508,Baker City,US,44.77,-117.83,28.0,68,1,11.99,clear sky
509,Dhangadhi,NP,28.71,80.6,82.35,37,0,2.08,clear sky
510,Pital,CO,2.27,-75.8,66.24,72,13,3.6,few clouds
511,Zharkent,KZ,44.16,80.0,51.12,43,87,3.24,overcast clouds
512,Tessalit,ML,20.2,1.01,77.31,17,0,9.84,clear sky
513,Maridi,SS,4.92,29.47,72.14,88,47,2.01,scattered clouds
514,Yamada,JP,39.47,141.95,54.86,62,68,13.38,broken clouds
515,Coahuayana,MX,18.73,-103.68,81.18,89,74,1.86,light rain
516,Buala,SB,-8.14,159.59,84.47,71,71,4.23,light rain
517,Freire,CL,-38.95,-72.63,42.8,100,75,3.36,broken clouds
518,Athabasca,CA,54.72,-113.29,16.2,89,5,8.57,clear sky
519,Bereslavka,RU,48.63,44.04,53.6,100,90,15.66,fog
520,Necochea,AR,-38.55,-58.74,55.0,92,12,5.99,few clouds
521,Alice Springs,AU,-23.7,133.88,75.2,25,2,11.41,clear sky
522,Camacari,BR,-12.7,-38.32,78.8,78,20,11.41,few clouds
523,Togur,RU,58.36,82.83,25.36,92,71,10.09,broken clouds
524,Naryan-Mar,RU,67.67,53.09,15.4,94,65,12.46,broken clouds
525,Ranong,TH,9.97,98.63,89.6,62,40,3.36,scattered clouds
526,Petatlan,MX,17.52,-101.27,79.56,87,85,2.48,overcast clouds
527,Hailar,CN,49.2,119.7,34.93,83,100,4.52,overcast clouds
528,Graaff-Reinet,ZA,-32.25,24.53,66.76,74,0,4.23,clear sky
529,Coquimbo,CL,-29.95,-71.34,55.4,82,4,4.7,clear sky
530,Maceio,BR,-9.67,-35.74,71.6,94,20,4.7,few clouds
531,Puerto Madero,MX,14.72,-92.42,80.6,82,59,5.66,light rain
532,Kaspiyskiy,RU,45.39,47.37,61.39,53,6,6.55,clear sky
533,Caxito,AO,-8.58,13.66,77.0,83,75,4.7,broken clouds
534,Springe,DE,52.21,9.55,57.99,69,85,8.99,overcast clouds
535,Kedrovyy,RU,56.17,91.82,28.4,74,40,8.95,light shower snow
536,Tabuk,PH,17.42,121.44,82.06,81,78,7.74,light rain
537,Cockburn Town,TC,21.46,-71.14,83.17,81,95,22.68,light rain
538,Westport,US,41.14,-73.36,48.2,66,1,11.41,clear sky
539,Kitui,KE,-1.37,38.01,66.96,77,93,10.09,overcast clouds
540,Aksarka,RU,66.56,67.8,10.35,95,2,6.17,clear sky
541,Lazaro Cardenas,MX,17.96,-102.2,80.31,90,21,4.27,few clouds
542,Filingue,NE,14.35,3.32,80.06,17,56,7.27,broken clouds
543,Sao Paulo De Olivenca,BR,-3.38,-68.87,75.79,75,37,1.7,scattered clouds
544,Aripuana,BR,-9.17,-60.63,71.49,91,88,1.21,overcast clouds
545,Pozo Colorado,PY,-23.49,-58.8,79.54,65,13,4.21,few clouds
546,Asau,RO,46.43,26.4,52.0,98,100,1.92,overcast clouds
547,Harper,LR,4.38,-7.72,76.89,89,66,6.78,light rain
548,Orotukan,RU,62.27,151.7,29.43,97,100,4.56,overcast clouds
549,Zhoucheng,CN,35.91,116.31,70.36,25,24,10.47,few clouds
550,Dharchula,IN,29.85,80.53,74.14,21,0,5.5,clear sky
551,Billings,US,45.78,-108.5,12.0,85,90,8.05,overcast clouds
552,Isla Vista,US,34.41,-119.86,64.4,68,90,6.93,overcast clouds
553,San Patricio,US,28.02,-97.52,71.01,72,1,5.82,clear sky
554,Aviles,ES,43.55,-5.92,57.0,93,75,20.8,moderate rain
555,Umba,RU,66.69,34.34,28.31,97,91,7.0,overcast clouds
556,Lillooet,CA,50.69,-121.94,30.2,46,90,6.93,overcast clouds
557,Rey Bouba,CM,8.67,14.18,74.57,76,79,0.96,broken clouds
558,Ialibu,PG,-6.28,143.99,63.72,94,79,4.63,moderate rain
559,Oltedal,NO,58.83,6.05,51.01,96,100,1.99,light rain
560,Pitanga,BR,-24.76,-51.76,59.88,93,12,2.37,few clouds
561,Moose Factory,CA,51.26,-80.61,26.6,86,90,5.82,overcast clouds
562,Maumere,ID,-8.62,122.21,84.99,69,100,1.01,overcast clouds
563,Melendugno,IT,40.27,18.34,55.4,93,20,2.24,few clouds
564,Mandal,IN,25.45,74.57,85.21,23,0,7.99,clear sky
565,Baker,US,30.59,-91.17,62.01,93,90,3.36,mist
566,Dzaoudzi,YT,-12.79,45.27,77.0,88,90,10.29,overcast clouds
567,Omsukchan,RU,62.53,155.8,31.82,93,100,3.44,overcast clouds
568,Noshiro,JP,40.2,140.02,50.0,93,75,14.99,light intensity shower rain
569,Aswan,EG,24.09,32.91,72.07,35,0,15.57,clear sky
570,Hami,CN,42.8,93.45,54.18,37,0,2.01,clear sky
571,Saint Anthony,US,45.02,-93.22,30.2,58,90,4.7,overcast clouds
572,Rawson,AR,-43.3,-65.1,59.22,53,82,6.64,broken clouds
573,Umea,SE,63.83,20.26,19.4,100,0,3.36,clear sky
574,Sobolevo,RU,54.43,31.9,45.93,93,95,8.48,overcast clouds
575,Kavaratti,IN,10.57,72.64,84.2,74,20,4.7,few clouds
576,Shibetsu,JP,43.66,145.13,55.4,47,75,17.22,broken clouds
577,Nyurba,RU,63.28,118.33,28.22,95,91,2.95,overcast clouds
578,Qujing,CN,25.48,103.78,69.55,64,3,11.72,clear sky
579,Da Nang,VN,16.07,108.22,73.4,94,75,3.36,light rain
580,Serabu,SL,7.8,-12.05,72.52,98,85,1.54,overcast clouds
581,Ucluelet,CA,48.93,-125.55,36.0,80,0,8.93,clear sky
582,Iquique,CL,-20.22,-70.14,62.6,77,90,5.82,overcast clouds
583,Unity,CA,52.45,-109.17,16.61,88,97,10.27,overcast clouds
584,Palu,ID,-0.89,119.87,92.35,47,97,3.74,overcast clouds
585,George,ZA,-33.96,22.46,60.8,100,90,6.93,light intensity drizzle
586,Cabedelo,BR,-6.98,-34.83,75.2,94,40,4.7,scattered clouds
587,Haines Junction,CA,60.75,-137.51,25.79,77,100,1.99,overcast clouds
588,Turinsk,RU,58.05,63.7,33.39,97,100,3.8,overcast clouds
589,Mayskiy,RU,47.69,40.1,60.8,93,40,8.95,scattered clouds
590,Ntungamo,UG,-0.88,29.65,69.19,73,100,2.01,overcast clouds
591,Kouango,CF,4.99,19.96,72.1,96,100,1.32,moderate rain
592,Krasnokamensk,RU,50.1,118.04,41.11,65,88,4.09,overcast clouds
593,Birao,CF,10.28,22.79,73.65,50,44,2.98,scattered clouds
594,Itupiranga,BR,-5.13,-49.33,78.21,66,74,2.8,broken clouds
595,Bayshore Gardens,US,27.43,-82.59,78.8,83,20,12.75,few clouds
596,Bundaberg,AU,-24.85,152.35,77.0,78,75,16.11,moderate rain
597,Linhares,BR,-19.39,-40.07,69.62,95,100,9.42,light rain
598,Faranah,GN,10.04,-10.74,66.99,77,41,1.83,scattered clouds
599,Yuanping,CN,38.72,112.76,65.34,28,1,3.33,clear sky
600,Aguilas,ES,37.41,-1.58,57.99,64,0,11.99,clear sky
601,Ahuimanu,US,21.44,-157.84,80.6,74,40,8.05,scattered clouds
602,Develi,TR,38.39,35.49,41.0,65,0,1.12,clear sky
603,Andenes,NO,69.31,16.12,35.6,73,3,11.41,clear sky
604,Bulgan,MN,48.81,103.53,43.34,53,38,14.43,scattered clouds
605,Bandarbeyla,SO,9.49,50.81,78.58,63,44,5.26,scattered clouds
606,Muros,ES,42.78,-9.06,59.0,84,100,8.99,overcast clouds
607,Bosaso,SO,11.28,49.18,82.4,61,20,8.05,few clouds
608,Barkhan,PK,29.9,69.53,72.16,18,0,7.14,clear sky
609,Salumbar,IN,24.13,74.05,80.6,42,0,3.36,haze
610,Mandalgovi,MN,45.76,106.27,47.97,44,83,9.95,broken clouds
611,Blythe,US,33.61,-114.6,80.6,26,1,11.41,clear sky
612,Xochihuehuetlan,MX,17.92,-98.43,65.91,62,96,1.52,overcast clouds
613,Sal Rei,CV,16.18,-22.92,78.8,78,75,20.8,broken clouds
614,Atar,MR,20.52,-13.05,83.35,25,66,9.69,broken clouds
615,Frunze,UA,48.67,38.75,54.55,68,100,11.32,overcast clouds
616,Vardo,NO,70.37,31.11,39.25,74,98,17.16,overcast clouds
617,Yarqa,JO,31.98,35.69,68.0,24,40,5.79,scattered clouds
618,Thinadhoo,MV,0.53,72.93,83.79,73,66,11.25,broken clouds
619,Betul,IN,21.92,77.9,80.53,49,27,3.29,scattered clouds
620,Vestmannaeyjar,IS,63.44,-20.27,45.12,70,91,21.83,overcast clouds
621,Karnobat,BG,42.65,26.98,57.2,93,75,2.24,broken clouds
622,Dalby,AU,-27.18,151.27,79.0,49,52,7.0,broken clouds
623,Karlstad,SE,59.38,13.5,48.2,100,100,14.99,overcast clouds
624,Sibu,MY,2.3,111.82,89.6,62,40,4.7,scattered clouds
625,Troitskoye,RU,52.98,84.68,30.92,79,42,9.98,scattered clouds
626,Carballo,ES,43.21,-8.69,57.2,82,20,5.82,few clouds
627,Ugoofaaru,MV,5.67,73.0,83.48,73,100,12.35,moderate rain
628,Bereda,ES,43.27,-7.54,53.01,99,100,10.0,overcast clouds
629,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.42,83,19,5.99,few clouds
630,Zeya,RU,53.75,127.27,41.95,64,0,2.08,clear sky
631,Manaus,BR,-3.1,-60.02,75.2,94,20,2.24,few clouds
632,Marzuq,YE,14.4,46.47,71.98,20,7,2.1,clear sky
633,Bathsheba,BB,13.22,-59.52,82.4,74,20,23.04,few clouds
634,Touros,BR,-5.2,-35.46,73.4,94,40,3.36,scattered clouds
635,Balakhninskiy,RU,58.01,114.28,36.57,84,100,2.57,overcast clouds
636,Skelleftea,SE,64.75,20.95,15.8,92,17,3.36,few clouds
637,Chipinge,ZW,-20.19,32.62,70.02,49,0,4.94,clear sky
638,Santiago Del Estero,AR,-27.8,-64.26,78.58,64,61,7.43,light rain
639,Libertad,PH,8.94,125.5,79.68,86,100,1.34,moderate rain
640,Summerside,CA,46.4,-63.79,46.0,93,100,4.0,overcast clouds
641,Tornio,FI,65.85,24.15,24.8,100,90,1.12,fog
642,Sturgeon Bay,US,44.83,-87.38,32.0,84,1,9.17,clear sky
643,Hambantota,LK,6.12,81.12,89.6,62,20,9.17,few clouds
644,Koshurnikovo,RU,54.17,93.3,26.73,85,84,8.28,broken clouds
645,Sakakah,SA,29.97,40.21,60.8,23,0,5.82,clear sky
646,Surami,GE,42.02,43.56,57.88,40,47,2.75,scattered clouds
647,Bilma,NE,18.69,12.92,68.29,27,0,15.86,clear sky
648,Awbari,LY,26.59,12.78,59.27,34,0,1.99,clear sky
649,Raudeberg,NO,61.99,5.14,46.99,90,100,10.58,light rain
650,Coihueco,CL,-36.62,-71.83,48.2,100,90,6.93,overcast clouds
651,Santa Ines,BR,-3.67,-45.38,74.39,94,85,2.51,overcast clouds
652,Ozernovskiy,RU,51.5,156.52,46.94,85,100,9.82,light rain
653,Laem Sing,TH,12.48,102.07,87.8,55,91,5.82,overcast clouds
654,Port Hardy,CA,50.7,-127.42,37.4,64,5,6.93,clear sky
655,Kristiinankaupunki,FI,62.27,21.38,37.38,79,100,6.51,overcast clouds
656,Wanaka,NZ,-44.7,169.15,59.02,80,100,5.17,moderate rain
657,Louis Trichardt,ZA,-23.04,29.9,67.64,53,24,5.12,few clouds
658,Honiara,SB,-9.43,159.95,96.8,56,40,9.17,light thunderstorm
659,Saint-Joseph,RE,-21.37,55.62,78.8,61,0,21.92,clear sky
660,Iralaya,HN,15.0,-83.23,76.21,94,100,3.58,light rain
661,Muroto,JP,33.28,134.15,69.8,43,0,5.82,clear sky
662,Paungde,MM,18.48,95.5,84.92,74,77,4.21,broken clouds
663,Labuhan,ID,-6.88,112.21,88.09,60,71,4.14,broken clouds
664,Corner Brook,CA,48.97,-57.95,50.0,93,75,3.36,broken clouds
665,Brownsville,US,25.9,-97.5,73.0,83,75,5.82,broken clouds
666,Mackenzie,CA,55.3,-123.17,15.8,78,1,3.36,clear sky
667,Broken Hill,AU,-31.95,141.43,57.2,41,75,19.46,broken clouds
668,Pocone,BR,-16.26,-56.62,75.29,88,89,7.16,light rain
669,Atambua,ID,-9.11,124.89,89.38,52,67,4.16,light rain
670,Ryotsu,JP,38.08,138.43,64.4,55,40,24.16,scattered clouds
671,Turayf,SA,31.67,38.66,55.4,35,0,8.05,clear sky
672,Najran,SA,17.49,44.13,57.2,24,0,1.25,clear sky
673,Olinda,BR,-8.01,-34.86,78.8,78,40,5.82,scattered clouds
674,Igarka,RU,67.47,86.58,11.88,95,100,14.2,overcast clouds
675,Pacific Grove,US,36.62,-121.92,60.8,87,90,3.36,overcast clouds
676,Sinnar,SD,13.57,33.57,86.05,20,17,8.25,few clouds
